row,col,python_value,verilog_value
23,116,11,1798
23,117,12,2312
23,118,13,2826
23,119,14,3340
23,120,15,3854
23,121,0,256
23,122,1,770
23,123,2,1284
23,124,3,1798
23,125,4,2312
23,126,5,2826
23,127,6,3340
23,128,7,15
23,129,8,513
23,130,9,1027
23,131,10,1541
23,132,11,2055
23,133,12,2569
23,134,13,3083
23,135,14,3597
23,137,0,513
23,138,1,1027
23,139,2,1541
23,140,3,2055
23,141,4,2569
23,142,5,3083
23,143,6,3597
23,144,7,15
23,145,8,513
23,146,9,1027
23,147,10,1541
23,148,11,2055
23,149,12,2569
23,150,13,3083
23,151,14,3597
23,153,0,513
23,154,1,1027
23,155,2,1541
23,156,3,2055
23,157,4,2569
23,158,5,3083
23,159,6,3597
23,160,7,15
23,161,8,513
23,162,9,1027
23,163,10,1541
23,164,11,2055
23,165,12,2569
23,166,13,3083
23,167,14,3597
23,169,0,513
23,170,1,1027
23,171,2,1541
23,172,3,2055
23,173,4,2569
23,174,5,3083
23,175,6,3597
23,176,7,15
23,177,8,513
23,178,9,1027
23,179,10,1541
23,180,11,2055
23,181,12,2569
23,182,13,3083
23,183,14,3597
23,185,0,513
23,186,1,1027
23,187,2,1541
23,188,3,2055
23,189,4,2569
23,190,5,3083
23,191,6,3597
23,192,7,15
23,193,8,513
23,194,9,1027
23,195,10,1541
23,196,11,2055
23,197,12,2569
23,198,13,3083
23,199,14,3597
23,201,0,513
23,202,1,1027
23,203,2,1541
23,204,3,2055
23,205,4,2569
23,206,5,3083
23,207,6,3597
23,208,7,15
23,209,8,513
23,210,9,1027
23,211,10,1541
23,212,11,2055
23,213,12,2569
23,214,13,3083
23,215,14,3597
23,217,0,513
23,218,1,1027
23,219,2,1541
23,220,3,2055
23,221,4,2569
23,222,5,3083
23,223,6,3597
23,224,7,15
23,225,8,513
23,226,9,1027
23,227,10,1541
23,228,11,2055
23,229,12,2569
23,230,13,3083
23,231,14,3597
23,233,0,513
23,234,1,1027
23,235,2,1541
23,236,3,2055
23,237,4,2569
23,238,5,3083
23,239,6,3597
23,240,7,15
23,241,8,513
23,242,9,1027
23,243,10,1541
23,244,11,2055
23,245,12,2569
23,246,13,3083
23,247,14,3597
23,249,0,513
23,250,1,1027
23,251,2,1541
23,252,3,2055
23,253,4,2569
23,254,5,3083
23,255,6,3597
24,0,8,256
24,1,9,770
24,2,10,1284
24,3,11,1798
24,4,12,2312
24,5,13,2826
24,6,14,3340
24,7,15,3854
24,8,0,256
24,9,1,770
24,10,2,1284
24,11,3,1798
24,12,4,2312
24,13,5,2826
24,14,6,3340
24,15,7,3854
24,16,8,256
24,17,9,770
24,18,10,1284
24,19,11,1798
24,20,12,2312
24,21,13,2826
24,22,14,3340
24,23,15,3854
24,24,0,256
24,25,1,770
24,26,2,1284
24,27,3,1798
24,28,4,2312
24,29,5,2826
24,30,6,3340
24,31,7,3854
24,32,8,256
24,33,9,770
24,34,10,1284
24,35,11,1798
24,36,12,2312
24,37,13,2826
24,38,14,3340
24,39,15,3854
24,40,0,256
24,41,1,770
24,42,2,1284
24,43,3,1798
24,44,4,2312
24,45,5,2826
24,46,6,3340
24,47,7,3854
24,48,8,256
24,49,9,770
24,50,10,1284
24,51,11,1798
24,52,12,2312
24,53,13,2826
24,54,14,3340
24,55,15,3854
24,56,0,256
24,57,1,770
24,58,2,1284
24,59,3,1798
24,60,4,2312
24,61,5,2826
24,62,6,3340
24,63,7,3854
24,64,8,256
24,65,9,770
24,66,10,1284
24,67,11,1798
24,68,12,2312
24,69,13,2826
24,70,14,3340
24,71,15,3854
24,72,0,256
24,73,1,770
24,74,2,1284
24,75,3,1798
24,76,4,2312
24,77,5,2826
24,78,6,3340
24,79,7,3854
24,80,8,256
24,81,9,770
24,82,10,1284
24,83,11,1798
24,84,12,2312
24,85,13,2826
24,86,14,3340
24,87,15,3854
24,88,0,256
24,89,1,770
24,90,2,1284
24,91,3,1798
24,92,4,2312
24,93,5,2826
24,94,6,3340
24,95,7,3854
24,96,8,256
24,97,9,770
24,98,10,1284
24,99,11,1798
24,100,12,2312
24,101,13,2826
24,102,14,3340
24,103,15,3854
24,104,0,256
24,105,1,770
24,106,2,1284
24,107,3,1798
24,108,4,2312
24,109,5,2826
24,110,6,3340
24,111,7,3854
24,112,8,256
24,113,9,770
24,114,10,1284
24,115,11,1798
24,116,12,2312
24,117,13,2826
24,118,14,3340
24,119,15,3854
24,120,0,256
24,121,1,770
24,122,2,1284
24,123,3,1798
24,124,4,2312
24,125,5,2826
24,126,6,3340
24,127,7,3854
24,128,8,513
24,129,9,1027
24,130,10,1541
24,131,11,2055
24,132,12,2569
24,133,13,3083
24,134,14,3597
24,136,0,513
24,137,1,1027
24,138,2,1541
24,139,3,2055
24,140,4,2569
24,141,5,3083
24,142,6,3597
24,143,7,15
24,144,8,513
24,145,9,1027
24,146,10,1541
24,147,11,2055
24,148,12,2569
24,149,13,3083
24,150,14,3597
24,152,0,513
24,153,1,1027
24,154,2,1541
24,155,3,2055
24,156,4,2569
24,157,5,3083
24,158,6,3597
24,159,7,15
24,160,8,513
24,161,9,1027
24,162,10,1541
24,163,11,2055
24,164,12,2569
24,165,13,3083
24,166,14,3597
24,168,0,513
24,169,1,1027
24,170,2,1541
24,171,3,2055
24,172,4,2569
24,173,5,3083
24,174,6,3597
24,175,7,15
24,176,8,513
24,177,9,1027
24,178,10,1541
24,179,11,2055
24,180,12,2569
24,181,13,3083
24,182,14,3597
24,184,0,513
24,185,1,1027
24,186,2,1541
24,187,3,2055
24,188,4,2569
24,189,5,3083
24,190,6,3597
24,191,7,15
24,192,8,513
24,193,9,1027
24,194,10,1541
24,195,11,2055
24,196,12,2569
24,197,13,3083
24,198,14,3597
24,200,0,513
24,201,1,1027
24,202,2,1541
24,203,3,2055
24,204,4,2569
24,205,5,3083
24,206,6,3597
24,207,7,15
24,208,8,513
24,209,9,1027
24,210,10,1541
24,211,11,2055
24,212,12,2569
24,213,13,3083
24,214,14,3597
24,216,0,513
24,217,1,1027
24,218,2,1541
24,219,3,2055
24,220,4,2569
24,221,5,3083
24,222,6,3597
24,223,7,15
24,224,8,513
24,225,9,1027
24,226,10,1541
24,227,11,2055
24,228,12,2569
24,229,13,3083
24,230,14,3597
24,232,0,513
24,233,1,1027
24,234,2,1541
24,235,3,2055
24,236,4,2569
24,237,5,3083
24,238,6,3597
24,239,7,15
24,240,8,513
24,241,9,1027
24,242,10,1541
24,243,11,2055
24,244,12,2569
24,245,13,3083
24,246,14,3597
24,248,0,513
24,249,1,1027
24,250,2,1541
24,251,3,2055
24,252,4,2569
24,253,5,3083
24,254,6,3597
24,255,7,15
25,0,9,770
25,1,10,1284
25,2,11,1798
25,3,12,2312
25,4,13,2826
25,5,14,3340
25,6,15,3854
25,7,0,256
25,8,1,770
25,9,2,1284
25,10,3,1798
25,11,4,2312
25,12,5,2826
25,13,6,3340
25,14,7,3854
25,15,8,256
25,16,9,770
25,17,10,1284
25,18,11,1798
25,19,12,2312
25,20,13,2826
25,21,14,3340
25,22,15,3854
25,23,0,256
25,24,1,770
25,25,2,1284
25,26,3,1798
25,27,4,2312
25,28,5,2826
25,29,6,3340
25,30,7,3854
25,31,8,256
25,32,9,770
25,33,10,1284
25,34,11,1798
25,35,12,2312
25,36,13,2826
25,37,14,3340
25,38,15,3854
25,39,0,256
25,40,1,770
25,41,2,1284
25,42,3,1798
25,43,4,2312
25,44,5,2826
25,45,6,3340
25,46,7,3854
25,47,8,256
25,48,9,770
25,49,10,1284
25,50,11,1798
25,51,12,2312
25,52,13,2826
25,53,14,3340
25,54,15,3854
25,55,0,256
25,56,1,770
25,57,2,1284
25,58,3,1798
25,59,4,2312
25,60,5,2826
25,61,6,3340
25,62,7,3854
25,63,8,256
25,64,9,770
25,65,10,1284
25,66,11,1798
25,67,12,2312
25,68,13,2826
25,69,14,3340
25,70,15,3854
25,71,0,256
25,72,1,770
25,73,2,1284
25,74,3,1798
25,75,4,2312
25,76,5,2826
25,77,6,3340
25,78,7,3854
25,79,8,256
25,80,9,770
25,81,10,1284
25,82,11,1798
25,83,12,2312
25,84,13,2826
25,85,14,3340
25,86,15,3854
25,87,0,256
25,88,1,770
25,89,2,1284
25,90,3,1798
25,91,4,2312
25,92,5,2826
25,93,6,3340
25,94,7,3854
25,95,8,256
25,96,9,770
25,97,10,1284
25,98,11,1798
25,99,12,2312
25,100,13,2826
25,101,14,3340
25,102,15,3854
25,103,0,256
25,104,1,770
25,105,2,1284
25,106,3,1798
25,107,4,2312
25,108,5,2826
25,109,6,3340
25,110,7,3854
25,111,8,256
25,112,9,770
25,113,10,1284
25,114,11,1798
25,115,12,2312
25,116,13,2826
25,117,14,3340
25,118,15,3854
25,119,0,256
25,120,1,770
25,121,2,1284
25,122,3,1798
25,123,4,2312
25,124,5,2826
25,125,6,3340
25,126,7,3854
25,127,8,256
25,128,9,1027
25,129,10,1541
25,130,11,2055
25,131,12,2569
25,132,13,3083
25,133,14,3597
25,135,0,513
25,136,1,1027
25,137,2,1541
25,138,3,2055
25,139,4,2569
25,140,5,3083
25,141,6,3597
25,142,7,15
25,143,8,513
25,144,9,1027
25,145,10,1541
25,146,11,2055
25,147,12,2569
25,148,13,3083
25,149,14,3597
25,151,0,513
25,152,1,1027
25,153,2,1541
25,154,3,2055
25,155,4,2569
25,156,5,3083
25,157,6,3597
25,158,7,15
25,159,8,513
25,160,9,1027
25,161,10,1541
25,162,11,2055
25,163,12,2569
25,164,13,3083
25,165,14,3597
25,167,0,513
25,168,1,1027
25,169,2,1541
25,170,3,2055
25,171,4,2569
25,172,5,3083
25,173,6,3597
25,174,7,15
25,175,8,513
25,176,9,1027
25,177,10,1541
25,178,11,2055
25,179,12,2569
25,180,13,3083
25,181,14,3597
25,183,0,513
25,184,1,1027
25,185,2,1541
25,186,3,2055
25,187,4,2569
25,188,5,3083
25,189,6,3597
25,190,7,15
25,191,8,513
25,192,9,1027
25,193,10,1541
25,194,11,2055
25,195,12,2569
25,196,13,3083
25,197,14,3597
25,199,0,513
25,200,1,1027
25,201,2,1541
25,202,3,2055
25,203,4,2569
25,204,5,3083
25,205,6,3597
25,206,7,15
25,207,8,513
25,208,9,1027
25,209,10,1541
25,210,11,2055
25,211,12,2569
25,212,13,3083
25,213,14,3597
25,215,0,513
25,216,1,1027
25,217,2,1541
25,218,3,2055
25,219,4,2569
25,220,5,3083
25,221,6,3597
25,222,7,15
25,223,8,513
25,224,9,1027
25,225,10,1541
25,226,11,2055
25,227,12,2569
25,228,13,3083
25,229,14,3597
25,231,0,513
25,232,1,1027
25,233,2,1541
25,234,3,2055
25,235,4,2569
25,236,5,3083
25,237,6,3597
25,238,7,15
25,239,8,513
25,240,9,1027
25,241,10,1541
25,242,11,2055
25,243,12,2569
25,244,13,3083
25,245,14,3597
25,247,0,513
25,248,1,1027
25,249,2,1541
25,250,3,2055
25,251,4,2569
25,252,5,3083
25,253,6,3597
25,254,7,15
25,255,8,513
26,0,10,1284
26,1,11,1798
26,2,12,2312
26,3,13,2826
26,4,14,3340
26,5,15,3854
26,6,0,256
26,7,1,770
26,8,2,1284
26,9,3,1798
26,10,4,2312
26,11,5,2826
26,12,6,3340
26,13,7,3854
26,14,8,256
26,15,9,770
26,16,10,1284
26,17,11,1798
26,18,12,2312
26,19,13,2826
26,20,14,3340
26,21,15,3854
26,22,0,256
26,23,1,770
26,24,2,1284
26,25,3,1798
26,26,4,2312
26,27,5,2826
26,28,6,3340
26,29,7,3854
26,30,8,256
26,31,9,770
26,32,10,1284
26,33,11,1798
26,34,12,2312
26,35,13,2826
26,36,14,3340
26,37,15,3854
26,38,0,256
26,39,1,770
26,40,2,1284
26,41,3,1798
26,42,4,2312
26,43,5,2826
26,44,6,3340
26,45,7,3854
26,46,8,256
26,47,9,770
26,48,10,1284
26,49,11,1798
26,50,12,2312
26,51,13,2826
26,52,14,3340
26,53,15,3854
26,54,0,256
26,55,1,770
26,56,2,1284
26,57,3,1798
26,58,4,2312
26,59,5,2826
26,60,6,3340
26,61,7,3854
26,62,8,256
26,63,9,770
26,64,10,1284
26,65,11,1798
26,66,12,2312
26,67,13,2826
26,68,14,3340
26,69,15,3854
26,70,0,256
26,71,1,770
26,72,2,1284
26,73,3,1798
26,74,4,2312
26,75,5,2826
26,76,6,3340
26,77,7,3854
26,78,8,256
26,79,9,770
26,80,10,1284
26,81,11,1798
26,82,12,2312
26,83,13,2826
26,84,14,3340
26,85,15,3854
26,86,0,256
26,87,1,770
26,88,2,1284
26,89,3,1798
26,90,4,2312
26,91,5,2826
26,92,6,3340
26,93,7,3854
26,94,8,256
26,95,9,770
26,96,10,1284
26,97,11,1798
26,98,12,2312
26,99,13,2826
26,100,14,3340
26,101,15,3854
26,102,0,256
26,103,1,770
26,104,2,1284
26,105,3,1798
26,106,4,2312
26,107,5,2826
26,108,6,3340
26,109,7,3854
26,110,8,256
26,111,9,770
26,112,10,1284
26,113,11,1798
26,114,12,2312
26,115,13,2826
26,116,14,3340
26,117,15,3854
26,118,0,256
26,119,1,770
26,120,2,1284
26,121,3,1798
26,122,4,2312
26,123,5,2826
26,124,6,3340
26,125,7,3854
26,126,8,256
26,127,9,770
26,128,10,1541
26,129,11,2055
26,130,12,2569
26,131,13,3083
26,132,14,3597
26,134,0,513
26,135,1,1027
26,136,2,1541
26,137,3,2055
26,138,4,2569
26,139,5,3083
26,140,6,3597
26,141,7,15
26,142,8,513
26,143,9,1027
26,144,10,1541
26,145,11,2055
26,146,12,2569
26,147,13,3083
26,148,14,3597
26,150,0,513
26,151,1,1027
26,152,2,1541
26,153,3,2055
26,154,4,2569
26,155,5,3083
26,156,6,3597
26,157,7,15
26,158,8,513
26,159,9,1027
26,160,10,1541
26,161,11,2055
26,162,12,2569
26,163,13,3083
26,164,14,3597
26,166,0,513
26,167,1,1027
26,168,2,1541
26,169,3,2055
26,170,4,2569
26,171,5,3083
26,172,6,3597
26,173,7,15
26,174,8,513
26,175,9,1027
26,176,10,1541
26,177,11,2055
26,178,12,2569
26,179,13,3083
26,180,14,3597
26,182,0,513
26,183,1,1027
26,184,2,1541
26,185,3,2055
26,186,4,2569
26,187,5,3083
26,188,6,3597
26,189,7,15
26,190,8,513
26,191,9,1027
26,192,10,1541
26,193,11,2055
26,194,12,2569
26,195,13,3083
26,196,14,3597
26,198,0,513
26,199,1,1027
26,200,2,1541
26,201,3,2055
26,202,4,2569
26,203,5,3083
26,204,6,3597
26,205,7,15
26,206,8,513
26,207,9,1027
26,208,10,1541
26,209,11,2055
26,210,12,2569
26,211,13,3083
26,212,14,3597
26,214,0,513
26,215,1,1027
26,216,2,1541
26,217,3,2055
26,218,4,2569
26,219,5,3083
26,220,6,3597
26,221,7,15
26,222,8,513
26,223,9,1027
26,224,10,1541
26,225,11,2055
26,226,12,2569
26,227,13,3083
26,228,14,3597
26,230,0,513
26,231,1,1027
26,232,2,1541
26,233,3,2055
26,234,4,2569
26,235,5,3083
26,236,6,3597
26,237,7,15
26,238,8,513
26,239,9,1027
26,240,10,1541
26,241,11,2055
26,242,12,2569
26,243,13,3083
26,244,14,3597
26,246,0,513
26,247,1,1027
26,248,2,1541
26,249,3,2055
26,250,4,2569
26,251,5,3083
26,252,6,3597
26,253,7,15
26,254,8,513
26,255,9,1027
27,0,11,1798
27,1,12,2312
27,2,13,2826
27,3,14,3340
27,4,15,3854
27,5,0,256
27,6,1,770
27,7,2,1284
27,8,3,1798
27,9,4,2312
27,10,5,2826
27,11,6,3340
27,12,7,3854
27,13,8,256
27,14,9,770
27,15,10,1284
27,16,11,1798
27,17,12,2312
27,18,13,2826
27,19,14,3340
27,20,15,3854
27,21,0,256
27,22,1,770
27,23,2,1284
27,24,3,1798
27,25,4,2312
27,26,5,2826
27,27,6,3340
27,28,7,3854
27,29,8,256
27,30,9,770
27,31,10,1284
27,32,11,1798
27,33,12,2312
27,34,13,2826
27,35,14,3340
27,36,15,3854
27,37,0,256
27,38,1,770
27,39,2,1284
27,40,3,1798
27,41,4,2312
27,42,5,2826
27,43,6,3340
27,44,7,3854
27,45,8,256
27,46,9,770
27,47,10,1284
27,48,11,1798
27,49,12,2312
27,50,13,2826
27,51,14,3340
27,52,15,3854
27,53,0,256
27,54,1,770
27,55,2,1284
27,56,3,1798
27,57,4,2312
27,58,5,2826
27,59,6,3340
27,60,7,3854
27,61,8,256
27,62,9,770
27,63,10,1284
27,64,11,1798
27,65,12,2312
27,66,13,2826
27,67,14,3340
27,68,15,3854
27,69,0,256
27,70,1,770
27,71,2,1284
27,72,3,1798
27,73,4,2312
27,74,5,2826
27,75,6,3340
27,76,7,3854
27,77,8,256
27,78,9,770
27,79,10,1284
27,80,11,1798
27,81,12,2312
27,82,13,2826
27,83,14,3340
27,84,15,3854
27,85,0,256
27,86,1,770
27,87,2,1284
27,88,3,1798
27,89,4,2312
27,90,5,2826
27,91,6,3340
27,92,7,3854
27,93,8,256
27,94,9,770
27,95,10,1284
27,96,11,1798
27,97,12,2312
27,98,13,2826
27,99,14,3340
27,100,15,3854
27,101,0,256
27,102,1,770
27,103,2,1284
27,104,3,1798
27,105,4,2312
27,106,5,2826
27,107,6,3340
27,108,7,3854
27,109,8,256
27,110,9,770
27,111,10,1284
27,112,11,1798
27,113,12,2312
27,114,13,2826
27,115,14,3340
27,116,15,3854
27,117,0,256
27,118,1,770
27,119,2,1284
27,120,3,1798
27,121,4,2312
27,122,5,2826
27,123,6,3340
27,124,7,3854
27,125,8,256
27,126,9,770
27,127,10,1284
27,128,11,2055
27,129,12,2569
27,130,13,3083
27,131,14,3597
27,133,0,513
27,134,1,1027
27,135,2,1541
27,136,3,2055
27,137,4,2569
27,138,5,3083
27,139,6,3597
27,140,7,15
27,141,8,513
27,142,9,1027
27,143,10,1541
27,144,11,2055
27,145,12,2569
27,146,13,3083
27,147,14,3597
27,149,0,513
27,150,1,1027
27,151,2,1541
27,152,3,2055
27,153,4,2569
27,154,5,3083
27,155,6,3597
27,156,7,15
27,157,8,513
27,158,9,1027
27,159,10,1541
27,160,11,2055
27,161,12,2569
27,162,13,3083
27,163,14,3597
27,165,0,513
27,166,1,1027
27,167,2,1541
27,168,3,2055
27,169,4,2569
27,170,5,3083
27,171,6,3597
27,172,7,15
27,173,8,513
27,174,9,1027
27,175,10,1541
27,176,11,2055
27,177,12,2569
27,178,13,3083
27,179,14,3597
27,181,0,513
27,182,1,1027
27,183,2,1541
27,184,3,2055
27,185,4,2569
27,186,5,3083
27,187,6,3597
27,188,7,15
27,189,8,513
27,190,9,1027
27,191,10,1541
27,192,11,2055
27,193,12,2569
27,194,13,3083
27,195,14,3597
27,197,0,513
27,198,1,1027
27,199,2,1541
27,200,3,2055
27,201,4,2569
27,202,5,3083
27,203,6,3597
27,204,7,15
27,205,8,513
27,206,9,1027
27,207,10,1541
27,208,11,2055
27,209,12,2569
27,210,13,3083
27,211,14,3597
27,213,0,513
27,214,1,1027
27,215,2,1541
27,216,3,2055
27,217,4,2569
27,218,5,3083
27,219,6,3597
27,220,7,15
27,221,8,513
27,222,9,1027
27,223,10,1541
27,224,11,2055
27,225,12,2569
27,226,13,3083
27,227,14,3597
27,229,0,513
27,230,1,1027
27,231,2,1541
27,232,3,2055
27,233,4,2569
27,234,5,3083
27,235,6,3597
27,236,7,15
27,237,8,513
27,238,9,1027
27,239,10,1541
27,240,11,2055
27,241,12,2569
27,242,13,3083
27,243,14,3597
27,245,0,513
27,246,1,1027
27,247,2,1541
27,248,3,2055
27,249,4,2569
27,250,5,3083
27,251,6,3597
27,252,7,15
27,253,8,513
27,254,9,1027
27,255,10,1541
28,0,12,2312
28,1,13,2826
28,2,14,3340
28,3,15,3854
28,4,0,256
28,5,1,770
28,6,2,1284
28,7,3,1798
28,8,4,2312
28,9,5,2826
28,10,6,3340
28,11,7,3854
28,12,8,256
28,13,9,770
28,14,10,1284
28,15,11,1798
28,16,12,2312
28,17,13,2826
28,18,14,3340
28,19,15,3854
28,20,0,256
28,21,1,770
28,22,2,1284
28,23,3,1798
28,24,4,2312
28,25,5,2826
28,26,6,3340
28,27,7,3854
28,28,8,256
28,29,9,770
28,30,10,1284
28,31,11,1798
28,32,12,2312
28,33,13,2826
28,34,14,3340
28,35,15,3854
28,36,0,256
28,37,1,770
28,38,2,1284
28,39,3,1798
28,40,4,2312
28,41,5,2826
28,42,6,3340
28,43,7,3854
28,44,8,256
28,45,9,770
28,46,10,1284
28,47,11,1798
28,48,12,2312
28,49,13,2826
28,50,14,3340
28,51,15,3854
28,52,0,256
28,53,1,770
28,54,2,1284
28,55,3,1798
28,56,4,2312
28,57,5,2826
28,58,6,3340
28,59,7,3854
28,60,8,256
28,61,9,770
28,62,10,1284
28,63,11,1798
28,64,12,2312
28,65,13,2826
28,66,14,3340
28,67,15,3854
28,68,0,256
28,69,1,770
28,70,2,1284
28,71,3,1798
28,72,4,2312
28,73,5,2826
28,74,6,3340
28,75,7,3854
28,76,8,256
28,77,9,770
28,78,10,1284
28,79,11,1798
28,80,12,2312
28,81,13,2826
28,82,14,3340
28,83,15,3854
28,84,0,256
28,85,1,770
28,86,2,1284
28,87,3,1798
28,88,4,2312
28,89,5,2826
28,90,6,3340
28,91,7,3854
28,92,8,256
28,93,9,770
28,94,10,1284
28,95,11,1798
28,96,12,2312
28,97,13,2826
28,98,14,3340
28,99,15,3854
28,100,0,256
28,101,1,770
28,102,2,1284
28,103,3,1798
28,104,4,2312
28,105,5,2826
28,106,6,3340
28,107,7,3854
28,108,8,256
28,109,9,770
28,110,10,1284
28,111,11,1798
28,112,12,2312
28,113,13,2826
28,114,14,3340
28,115,15,3854
28,116,0,256
28,117,1,770
28,118,2,1284
28,119,3,1798
28,120,4,2312
28,121,5,2826
28,122,6,3340
28,123,7,3854
28,124,8,256
28,125,9,770
28,126,10,1284
28,127,11,1798
28,128,12,2569
28,129,13,3083
28,130,14,3597
28,132,0,513
28,133,1,1027
28,134,2,1541
28,135,3,2055
28,136,4,2569
28,137,5,3083
28,138,6,3597
28,139,7,15
28,140,8,513
28,141,9,1027
28,142,10,1541
28,143,11,2055
28,144,12,2569
28,145,13,3083
28,146,14,3597
28,148,0,513
28,149,1,1027
28,150,2,1541
28,151,3,2055
28,152,4,2569
28,153,5,3083
28,154,6,3597
28,155,7,15
28,156,8,513
28,157,9,1027
28,158,10,1541
28,159,11,2055
28,160,12,2569
28,161,13,3083
28,162,14,3597
28,164,0,513
28,165,1,1027
28,166,2,1541
28,167,3,2055
28,168,4,2569
28,169,5,3083
28,170,6,3597
28,171,7,15
28,172,8,513
28,173,9,1027
28,174,10,1541
28,175,11,2055
28,176,12,2569
28,177,13,3083
28,178,14,3597
28,180,0,513
28,181,1,1027
28,182,2,1541
28,183,3,2055
28,184,4,2569
28,185,5,3083
28,186,6,3597
28,187,7,15
28,188,8,513
28,189,9,1027
28,190,10,1541
28,191,11,2055
28,192,12,2569
28,193,13,3083
28,194,14,3597
28,196,0,513
28,197,1,1027
28,198,2,1541
28,199,3,2055
28,200,4,2569
28,201,5,3083
28,202,6,3597
28,203,7,15
28,204,8,513
28,205,9,1027
28,206,10,1541
28,207,11,2055
28,208,12,2569
28,209,13,3083
28,210,14,3597
28,212,0,513
28,213,1,1027
28,214,2,1541
28,215,3,2055
28,216,4,2569
28,217,5,3083
28,218,6,3597
28,219,7,15
28,220,8,513
28,221,9,1027
28,222,10,1541
28,223,11,2055
28,224,12,2569
28,225,13,3083
28,226,14,3597
28,228,0,513
28,229,1,1027
28,230,2,1541
28,231,3,2055
28,232,4,2569
28,233,5,3083
28,234,6,3597
28,235,7,15
28,236,8,513
28,237,9,1027
28,238,10,1541
28,239,11,2055
28,240,12,2569
28,241,13,3083
28,242,14,3597
28,244,0,513
28,245,1,1027
28,246,2,1541
28,247,3,2055
28,248,4,2569
28,249,5,3083
28,250,6,3597
28,251,7,15
28,252,8,513
28,253,9,1027
28,254,10,1541
28,255,11,2055
29,0,13,2826
29,1,14,3340
29,2,15,3854
29,3,0,256
29,4,1,770
29,5,2,1284
29,6,3,1798
29,7,4,2312
29,8,5,2826
29,9,6,3340
29,10,7,3854
29,11,8,256
29,12,9,770
29,13,10,1284
29,14,11,1798
29,15,12,2312
29,16,13,2826
29,17,14,3340
29,18,15,3854
29,19,0,256
29,20,1,770
29,21,2,1284
29,22,3,1798
29,23,4,2312
29,24,5,2826
29,25,6,3340
29,26,7,3854
29,27,8,256
29,28,9,770
29,29,10,1284
29,30,11,1798
29,31,12,2312
29,32,13,2826
29,33,14,3340
29,34,15,3854
29,35,0,256
29,36,1,770
29,37,2,1284
29,38,3,1798
29,39,4,2312
29,40,5,2826
29,41,6,3340
29,42,7,3854
29,43,8,256
29,44,9,770
29,45,10,1284
29,46,11,1798
29,47,12,2312
29,48,13,2826
29,49,14,3340
29,50,15,3854
29,51,0,256
29,52,1,770
29,53,2,1284
29,54,3,1798
29,55,4,2312
29,56,5,2826
29,57,6,3340
29,58,7,3854
29,59,8,256
29,60,9,770
29,61,10,1284
29,62,11,1798
29,63,12,2312
29,64,13,2826
29,65,14,3340
29,66,15,3854
29,67,0,256
29,68,1,770
29,69,2,1284
29,70,3,1798
29,71,4,2312
29,72,5,2826
29,73,6,3340
29,74,7,3854
29,75,8,256
29,76,9,770
29,77,10,1284
29,78,11,1798
29,79,12,2312
29,80,13,2826
29,81,14,3340
29,82,15,3854
29,83,0,256
29,84,1,770
29,85,2,1284
29,86,3,1798
29,87,4,2312
29,88,5,2826
29,89,6,3340
29,90,7,3854
29,91,8,256
29,92,9,770
29,93,10,1284
29,94,11,1798
29,95,12,2312
29,96,13,2826
29,97,14,3340
29,98,15,3854
29,99,0,256
29,100,1,770
29,101,2,1284
29,102,3,1798
29,103,4,2312
29,104,5,2826
29,105,6,3340
29,106,7,3854
29,107,8,256
29,108,9,770
29,109,10,1284
29,110,11,1798
29,111,12,2312
29,112,13,2826
29,113,14,3340
29,114,15,3854
29,115,0,256
29,116,1,770
29,117,2,1284
29,118,3,1798
29,119,4,2312
29,120,5,2826
29,121,6,3340
29,122,7,3854
29,123,8,256
29,124,9,770
29,125,10,1284
29,126,11,1798
29,127,12,2312
29,128,13,3083
29,129,14,3597
29,131,0,513
29,132,1,1027
29,133,2,1541
29,134,3,2055
29,135,4,2569
29,136,5,3083
29,137,6,3597
29,138,7,15
29,139,8,513
29,140,9,1027
29,141,10,1541
29,142,11,2055
29,143,12,2569
29,144,13,3083
29,145,14,3597
29,147,0,513
29,148,1,1027
29,149,2,1541
29,150,3,2055
29,151,4,2569
29,152,5,3083
29,153,6,3597
29,154,7,15
29,155,8,513
29,156,9,1027
29,157,10,1541
29,158,11,2055
29,159,12,2569
29,160,13,3083
29,161,14,3597
29,163,0,513
29,164,1,1027
29,165,2,1541
29,166,3,2055
29,167,4,2569
29,168,5,3083
29,169,6,3597
29,170,7,15
29,171,8,513
29,172,9,1027
29,173,10,1541
29,174,11,2055
29,175,12,2569
29,176,13,3083
29,177,14,3597
29,179,0,513
29,180,1,1027
29,181,2,1541
29,182,3,2055
29,183,4,2569
29,184,5,3083
29,185,6,3597
29,186,7,15
29,187,8,513
29,188,9,1027
29,189,10,1541
29,190,11,2055
29,191,12,2569
29,192,13,3083
29,193,14,3597
29,195,0,513
29,196,1,1027
29,197,2,1541
29,198,3,2055
29,199,4,2569
29,200,5,3083
29,201,6,3597
29,202,7,15
29,203,8,513
29,204,9,1027
29,205,10,1541
29,206,11,2055
29,207,12,2569
29,208,13,3083
29,209,14,3597
29,211,0,513
29,212,1,1027
29,213,2,1541
29,214,3,2055
29,215,4,2569
29,216,5,3083
29,217,6,3597
29,218,7,15
29,219,8,513
29,220,9,1027
29,221,10,1541
29,222,11,2055
29,223,12,2569
29,224,13,3083
29,225,14,3597
29,227,0,513
